sentence,nsubj,root,root_idx,nsubj_idx,best_layer,best_head,attention_value
Bu işte büyük para var .,para,var,4,3,4,0,0.9999949932098389
O adam para için her şeyi yapar .,adam,yapar,6,1,8,3,0.9071235656738281
O gün siz yoktunuz yok tunuz .,siz,yok,3,2,4,0,0.9972551465034485
Anahtar yerinde değil .,Anahtar,yerinde,1,0,4,0,0.9999967813491821
Köyde elektrik var mıydı ?,elektrik,var,3,2,4,0,0.9999988079071045
Okuldan sonra genellikle futbol oynuyor .,futbol,oynuyor,5,4,4,0,0.999901533126831
Osman yakın arkadaşlarımdan biri değildir .,Osman,biri,4,0,5,6,0.9966316819190979
Bu çocuğun annesi nerede ?,annesi,nerede,3,2,4,0,0.9969437718391418
"Fotoğraf makinesi benim değil , babamın .",makinesi,benim,2,1,4,0,0.9993770718574524
Bisikletin motorlusuna motor lusuna motosiklet denir .,motosiklet,denir,9,8,4,0,0.9994542002677917
Küçüklerden on tane yeter mi ?,tane,yeter,4,3,4,0,0.9961613416671753
Bunlardan bizde de var .,Bunlardan,var,3,0,5,8,0.9898902177810669
"Hafta sonlarında çocuklarından bazen biri , bazen iki tanesi geliyor .",biri,geliyor,10,5,8,2,0.7051783800125122
Arkamızdaki Arkamızda ki araba bizi geçmek istiyor .,araba,istiyor,8,5,7,8,0.9212471842765808
Arkamızdaki Arkamızda ki bir araba bizi geçmek istiyor .,araba,istiyor,9,6,7,8,0.8247673511505127
Bizim mahallede Güneş Gıda diye bir market var .,market,var,7,6,4,1,0.9999220371246338
Arkamızdan gelen araba bizi geçmek istiyor .,araba,istiyor,6,3,7,8,0.9178534746170044
Bu makine öbüründen ucuz .,makine,ucuz,4,1,8,3,0.8336655497550964
Bu makine öbüründen de ucuz .,makine,ucuz,5,1,8,3,0.8324100375175476
benim en sevdiğim tiyatro oyuncusu,benim,oyuncusu,4,0,5,6,0.996471643447876
Ahmet çocuklara ikişer hediye verdi .,Ahmet,verdi,4,0,5,6,0.9836195111274719
Onlar herşeyi ailece aile ce yaparlar .,Onlar,yaparlar,6,0,5,6,0.9830069541931152
Meyva olarak ne var ?,ne,var,4,3,4,0,0.99991774559021
Bu oda bana oldukça karanlık geldi .,oda,geldi,5,1,8,3,0.9369609951972961
Herkesin para katkısında bulunması isteniyor anlaşılan .,Herkesin,isteniyor,5,0,5,8,0.9967548251152039
Anahtar paltomun cebindeymiş cebinde ymiş meğerse .,Anahtar,cebinde,5,0,5,6,0.9983218312263489
Bu sorun daha iki yıl önce vardı var dı .,sorun,var,6,1,7,8,0.7379201650619507
"Bak , şurada yeni bir leke var .",leke,var,7,6,4,1,0.9998190999031067
Annem aşağıda oturuyor .,Annem,oturuyor,2,0,5,8,0.9980050921440125
Bunun sırrını bir sen biliyorsun .,sen,biliyorsun,4,3,4,0,0.9999308586120605
Bunun sırrını bir tek sen biliyorsun .,sen,biliyorsun,5,4,4,0,0.9999856948852539
Mehmet ekmeği keskin bir bıçakla kesti .,Mehmet,kesti,5,0,5,6,0.993312418460846
Ötekine göre bu otelin pek bir konforu yok .,konforu,yok,9,8,4,1,0.9994230270385742
Bu oda tam sana göre .,oda,sana,3,1,11,8,0.9457272291183472
Ahmet’le çocukların arasında bir sorun mu var ?,sorun,var,8,6,3,2,0.8533400297164917
Ahmet’le çocuklar arasında bir sorun mu var ?,sorun,var,8,6,3,2,0.8383834958076477
"Babası , amcası ve bizim aramızda eski bir dostluk vardı var dı .",dostluk,var,10,9,4,0,0.9999998807907104
Kapıda birisi var .,birisi,var,3,2,4,0,0.9997394680976868
Planın kendisinde bir sorun var .,sorun,var,5,4,4,1,0.9999793767929077
"Bu , evin kendi rengi .",Bu,rengi,4,0,5,6,0.999605119228363
Sizin kendinizin oraya gitmeniz gerekiyor .,Sizin,gerekiyor,6,0,5,8,0.9972202777862549
Sizin kendiniz oraya gitmeniz gerekiyor .,Sizin,gerekiyor,5,0,5,8,0.9973053932189941
Oraya sizin kendiniz gitmeniz gerekiyor .,sizin,gerekiyor,6,2,5,11,0.7507607340812683
Sizin kendinizi eleştirmeniz ne kadar kolaymış kolay mış !,Sizin,kolay,6,0,5,8,0.9917614459991455
Ahmet hala uyuyor .,Ahmet,uyuyor,2,0,5,8,0.992397129535675
Kendisi bu günlerde çok yorgun .,Kendisi,yorgun,4,0,5,6,0.9986698627471924
O bu günlerde çok yorgun .,O,yorgun,4,0,5,6,0.9985528588294983
Ahmet kendisine hediye vermeyenleri sevmiyor .,Ahmet,sevmiyor,5,0,5,6,0.9917683601379395
Ahmet ona hediye vermeyenleri sevmiyor .,Ahmet,sevmiyor,5,0,5,8,0.988804280757904
— Ben isterim .,Ben,isterim,2,1,4,0,0.9999526739120483
Onun kaza geçirmesi bütün planları altüst edecek .,Onun,edecek,6,0,5,8,0.994891881942749
"Ayşe , benim şimdi çıkmam gerekiyor .",benim,gerekiyor,7,3,10,10,0.3136431872844696
Bizim başka bir haberimiz daha var .,haberimiz,var,5,3,6,1,0.8608081340789795
En önemli önem li sorun bu .,sorun,bu,5,4,4,0,0.99968421459198
Köyün ötesinde bir dere var .,dere,var,5,4,4,1,0.9994117021560669
"Demek Cemal bugün okula gitmedi , öyle mi ?",Cemal,gitmedi,4,1,8,5,0.9243264198303223
Bu kutunun içinde neler var ?,neler,var,5,4,4,0,0.9999281167984009
O adam ne doktoru ?,adam,doktoru,3,1,8,1,0.8939338326454163
Aranızdan hangisi bu işte gönüllü gönül lü olarak çalışmak istiyor ?,hangisi,istiyor,11,3,7,10,0.9726352095603943
İçinizden hangisi bu işte gönüllü gönül lü olarak çalışmak istiyor ?,hangisi,istiyor,10,2,7,10,0.973973274230957
Bu araba ne kadar hızlı gider ?,araba,gider,5,1,8,3,0.7230550646781921
Bu elbise ne kadar ?,elbise,ne,2,1,4,0,0.9991984963417053
Partide kimler vardı var dı ?,kimler,var,3,2,4,0,0.9999022483825684
Kim kime neyi verdi ?,Kim,verdi,3,0,5,6,0.9920112490653992
Semra’ya aldığın hediye hani ?,hediye,hani,7,6,4,0,0.9998217225074768
Semra’ya aldığın hediye hani nerede ?,hediye,nerede,8,6,7,2,0.9520763754844666
Hani bana vereceğin para nerede ?,para,nerede,5,4,4,0,0.9995430707931519
Acaba misafirler saat kaçta gelecek ?,misafirler,gelecek,4,1,7,8,0.7924952507019043
Bakalım doktorlardan hangisi o hastayı ameliyat edecek .,hangisi,ameliyat,7,4,3,9,0.551230251789093
Ahmet Zeki’yi görmeyeceğini iddia ediyordu .,Ahmet,ediyordu,7,0,5,8,0.9954783320426941
Ahmet Nuran’a Noel hediyesi alıp almayacağını bilmiyor .,Ahmet,bilmiyor,10,0,5,6,0.9823848605155945
Evde bir tane bile fazla ampul yok .,ampul,yok,6,5,4,0,0.9989926218986511
Çorbanın tuzu yok .,tuzu,yok,4,3,4,0,0.9999946355819702
Evde kimse var mı ?,kimse,var,2,1,4,0,0.9998795986175537
Evde kimse yok mu ?,kimse,yok,2,1,4,0,0.9998328685760498
Trende yer yokmuş yok muş hiç .,yer,yok,4,3,4,0,0.9997637867927551
Herhangi bir yerde su var mı ?,su,var,4,3,4,0,0.9999994039535522
Hiçbir yerde su var mı ?,su,var,3,2,4,0,0.9999984502792358
Bugün kimse evinde değil .,kimse,evinde,2,1,4,0,0.9997954964637756
Bugün hiç kimse evinde değil .,kimse,evinde,3,2,4,0,0.9989274144172668
İçeride kimse var mı ?,kimse,var,3,2,4,0,0.9999980926513672
Partiye hiç kimse gelmedi .,kimse,gelmedi,4,3,4,0,0.999919056892395
Partiye hiçbir kimse gelmedi .,kimse,gelmedi,4,3,4,0,0.9999656677246094
Beni artık kimseler sevmiyor .,kimseler,sevmiyor,3,2,4,0,0.9902961850166321
Beni artık hiç kimseler sevmiyor .,kimseler,sevmiyor,4,3,4,0,0.991758406162262
Ahmet bir elma yedi .,Ahmet,yedi,3,0,5,8,0.941336452960968
Ahmet sabahları bir elma yerdi .,Ahmet,yerdi,4,0,5,8,0.9977598190307617
Evde hiç para yoktu yok tu .,para,yok,3,2,4,1,0.9998148083686829
Evde hiç para yok .,para,yok,3,2,4,1,0.9999854564666748
Birkaç gün sonra annesi geliyordu .,annesi,geliyordu,4,3,4,0,0.9999097585678101
En beğenilen tablo bu oldu .,tablo,bu,3,2,4,0,0.9999927282333374
Bu akşam film var .,film,var,3,2,4,0,0.9999958276748657
Bazı akşamlar film oluyor .,film,oluyor,3,2,4,0,0.9999983310699463
"Anne babaları arasındaki arasında ki bu gerginlik , çocuklar için zor oluyor tabii .",gerginlik,zor,10,6,11,5,0.6855008602142334
"Anne babaları arasındaki arasında ki bu gerginlik , çocuklar için zor tabii .",gerginlik,zor,10,6,11,5,0.6855008602142334
Mehmet geç gelir .,Mehmet,gelir,2,0,5,8,0.9928665161132812
En iyisi bu olsa gerek .,iyisi,gerek,4,1,10,7,0.572512149810791
Herkesin afişi görmüş olması gerek .,Herkesin,gerek,5,0,5,6,0.9964501857757568
Ahmet tezini bu odada yazabilir .,Ahmet,yazabilir,4,0,5,8,0.9997490048408508
İki tarafın temsilcileri Hilton Oteli’nde bir araya geldiler .,temsilcileri,geldiler,9,2,8,1,0.38601163029670715
Bugün dolar ne kadarmış kadar mış ?,dolar,ne,2,1,4,0,0.9999932050704956
Keşke daha çok param olsa .,param,olsa,4,3,4,1,0.999760091304779
- Turgut bana selam vermedi .,Turgut,vermedi,4,1,8,5,0.6217963099479675
Ali’nin patronu onu sevmiyor olabilir .,patronu,sevmiyor,5,3,11,10,0.5236601829528809
Murat seni seviyor .,Murat,seviyor,2,0,5,6,0.9951855540275574
Masaya bırakılmış bir not yeterli olurdu .,not,yeterli,5,4,4,0,0.9998286962509155
Programda yetkililerin istediği bazı değişiklikleri yapmamız gerekebilir .,yetkililerin,gerekebilir,7,2,11,10,0.6344563364982605
Programda yetkililerin istediği bazı değişiklikler yapmamız gerekebilir .,yetkililerin,gerekebilir,7,2,11,10,0.6437810659408569
İsterse Ahmet bir arkadaşını getirebilir .,Ahmet,getirebilir,5,2,8,6,0.9295520782470703
Onlar doktormuş doktor muş .,Onlar,doktor,5,0,5,8,0.9884628653526306
Onlar doktormuşlar doktor muşlar .,Onlar,doktor,6,0,5,8,0.9968365430831909
Onlar doktorlarmış doktor larmış .,Onlar,doktor,1,0,4,1,0.9951489567756653
Misafir mi gelecek ?,Misafir,gelecek,2,0,5,6,0.8646863102912903
Kalorifersiz Kalorifer siz evler nispeten ucuz oluyor .,evler,ucuz,8,6,11,7,0.8448131084442139
Ali doktorları sevmez .,Ali,sevmez,3,0,5,6,0.9659770131111145
Bilgisayar Kenan’ın odasına kondu .,Bilgisayar,kondu,5,0,5,8,0.9994392991065979
Hasan'ın imza yetkisi yok .,yetkisi,yok,5,4,4,0,0.9999967813491821
Elimi cam kesti .,cam,kesti,3,2,4,0,0.9999991655349731
Sabah eve bir adam geldi .,adam,geldi,4,3,4,1,0.9996911287307739
Bizde sahiden video yok .,video,yok,4,3,4,0,0.9999988079071045
Ahmet öğrencilere sınav kağıtlarını verdi .,Ahmet,verdi,5,0,5,6,0.997501790523529
Ben şimdi derslerimi aşağıda bilgisayarla veriyorum .,Ben,veriyorum,7,0,5,6,0.9966322779655457
Dün annem doktora gitti .,annem,gitti,3,1,8,3,0.9367669820785522
Suluboyayı ancak usta bir ressam böyle kullanabilir .,ressam,kullanabilir,9,7,8,3,0.7472048997879028
Kitaplarsa Kitaplar sa hala kutularda duruyor .,Kitaplar,duruyor,7,2,9,6,0.8825251460075378
Sen Londra’dasın Londra’da sın diye biliyordum .,Sen,biliyordum,10,0,5,6,0.9941264390945435
Senin piyano çaldığını bilmiyordum .,Senin,bilmiyordum,4,0,5,6,0.9915766716003418
New York ağustosta çekilmez diyorlar .,New,diyorlar,7,0,5,6,0.9958388805389404
Her taraf mermerle kaplansın istiyor .,taraf,istiyor,6,1,8,1,0.5995059013366699
Sen nereye gitmek istiyorsun ?,Sen,istiyorsun,3,0,5,1,0.9756960272789001
Ahmet araba kullanmasını sever .,Ahmet,sever,3,0,5,6,0.9999029636383057
Yaşlıları dinlemekte fayda var .,fayda,var,5,4,4,0,0.9996174573898315
Babana bir kere daha sormakta yarar var .,yarar,var,8,7,4,1,0.9983623623847961
"Evi kendim temizlemek , başkasına temizletmekten daha kolay geliyor .",kendim,geliyor,11,2,9,8,0.7543689608573914
Bu tablonun şuraya asılmasını istiyoruz .,tablonun,istiyoruz,6,1,4,11,0.5037359595298767
Senin ablanın yanında olduğunu biliyordum .,Senin,biliyordum,5,0,5,6,0.997701108455658
Annem bana akşama gelip gelmeyeceğimi sordu .,Annem,sordu,7,0,5,6,0.9982329607009888
Buraya araba çarptığını tahmin ediyorum .,araba,ediyorum,5,1,10,0,0.8586559891700745
Siz hayatınızdan memnunsunuz memnun sunuz gibi duruyor .,Siz,duruyor,9,0,5,6,0.9534914493560791
içinde üç top bulunan kutu,top,kutu,5,3,9,6,0.6025550961494446
Kutunun içinde üç top var .,top,var,5,4,4,1,0.9994826316833496
çatısından birkaç küçük kiremit düşen ev,kiremit,ev,7,5,0,8,0.535785973072052
Çocuğun arkasında adam var .,adam,var,4,3,4,0,0.9999816417694092
kitap imzalanan yer,kitap,yer,2,0,5,6,0.998105525970459
benim korktuğum bazı hayvanlar,benim,hayvanlar,4,0,5,6,0.9992486834526062
Biz öyle kişilerden nefret ediyoruz .,Biz,ediyoruz,4,0,5,8,0.9808161854743958
Çayla insan bir şeyler yer .,insan,yer,5,2,8,3,0.8836348652839661
"Bir ahçı ki baklava yapmayı bilmesin , ben ona ahçı demem .",ben,demem,13,9,7,5,0.7992202639579773
Adam hayalet görmüş gibi sapsarı kesildi .,Adam,kesildi,6,0,5,8,0.9848832488059998
Makine tamir edildikten sonra yeniden bozuldu .,Makine,bozuldu,5,0,5,6,0.999148964881897
Haberi duyduğunuz sırada Filiz burada mıydı ?,Filiz,burada,5,4,4,0,0.9972447156906128
Ahmet yeni eve geçtikten sonra daha rahat olacak .,Ahmet,rahat,6,0,5,6,0.9995444416999817
Biz size iki ay içinde geri ödemek şartıyla on milyarlık borç verebiliriz .,Biz,verebiliriz,12,0,5,6,0.987405002117157
Mehmet geç yatarsa zor kalkar .,Mehmet,kalkar,5,0,5,6,0.989486575126648
Ahmet de gelse ne iyi olurdu .,Ahmet,iyi,4,0,5,6,0.9847733974456787
Ahmet çalışıyorsa rahatsız edilmek istemez .,Ahmet,istemez,5,0,5,6,0.9976754784584045
Sen gelmesen de olur .,Sen,olur,5,0,5,6,0.9932681918144226
Ahmet aslında çok iyi bir mimar .,Ahmet,mimar,5,0,5,6,0.9987647533416748
Gerçi Ziya kayak yapmayı sevmez ama yine de gidecekmiş .,Ziya,sevmez,5,2,8,5,0.8594753742218018
Mehmet ikiye kadar gelirse iyi .,Mehmet,iyi,4,0,5,6,0.9995074272155762
"Annem Afrika’yı , özellikle güney Afrika’yı çok seviyor .",Annem,seviyor,11,0,5,6,0.9980406165122986
Bence başkanlığı en iyi Osman yapar .,Osman,yapar,5,4,4,0,0.9999998807907104
Yusuf pilavı çok sever .,Yusuf,sever,3,0,5,6,0.9998152852058411
Daha doğrusu annesinin yaptığı pilavı çok sever .,annesinin,sever,6,2,6,5,0.7783343195915222
Demek sen de kaza yerindeydin yerinde ydin !,sen,yerinde,4,1,7,8,0.9452606439590454
Onlar da bunun üzerine grev yapmaya karar verdiler .,Onlar,verdiler,7,0,5,6,0.9977025389671326
İmza gerektiren bir paket varmış var mış .,paket,var,5,4,4,1,0.9983571171760559
"Geçen gün okula gitmemiştim ya , meğer okul zaten tatilmiş tatil miş .",okul,tatil,12,2,4,11,0.31732186675071716
"Hani geçen gün okula gitmemiştim ya , meğer okul zaten tatilmiş tatil miş .",okul,tatil,13,3,1,9,0.29774773120880127
Şu anda Ahmet futbol oynuyor .,Ahmet,oynuyor,4,2,8,3,0.6746874451637268
Cumartesileri Ahmet futbol oynuyor .,Ahmet,oynuyor,7,5,11,7,0.7726349830627441
Bu ceket senin olmalı .,ceket,senin,2,1,4,0,0.9969174861907959
Oyunun afişte kalması için başarıyla oynanması gerekir .,Oyunun,gerekir,8,0,5,8,0.9971075654029846
Usta ağır çekim geldi .,Usta,geldi,3,0,5,6,0.9991487264633179
Siz buraya bizi eğlendirmeye mi geldiniz yoksa ağzımızdan burnumuzdan getirmeye mi ?,Siz,geldiniz,6,0,5,8,0.965107262134552
"Ve birdenbire o kendini , şimdiye kadar gelmediği , böyle olacağını aklına bile getirmediği bir yerde buldu .",o,buldu,17,2,7,8,0.1941601186990738
"Stadyum kapısında akşamlayan , Keloğlan'la sabahlayan adamdan muhtar olur mu ?",muhtar,olur,15,14,4,0,0.9999994039535522
Politikada iktidar antipatik olduğundan oradan düşüş insanı sempatik eder .,iktidar,eder,11,3,10,11,0.7547762393951416
Hatta vekilin bile ayağını kendisinin kaydırdığını iddia ediyor .,kendisinin,ediyor,9,5,0,8,0.273294597864151
Fakat o gözünü kapayınca başsız kalan konak .,o,konak,8,1,11,1,0.2990056276321411
"Kaç kez yakındım ona , yüzünü öyle bir yas kapladı ki yakındığıma da yakınacağıma da bin pişman oldum .",yas,oldum,24,9,5,5,0.1274845451116562
"Merak etme kızım , bok yiyor o herif , dedi .",herif,dedi,10,8,7,4,0.700547993183136
Size ne kadar cömert davranmış olduğunu kendiniz de biliyorsunuz .,kendiniz,biliyorsunuz,9,7,4,1,0.9085111021995544
"Kıbrıs sorunu , şu ya da bu siyasal oyunla , yeniden çıkmaza girecektir .",sorunu,girecektir,13,1,8,1,0.4258125126361847
Size hiç bu mektupların dışında ' Muhterem Yusuf Ziya Beyefendi ' diyen oluyor mu ?,diyen,oluyor,15,14,4,0,0.9978681802749634
Bu emel bana bu üç yıllık ömrümü didik didik edip kâğıt üzerine koymamı zorluyor .,emel,zorluyor,15,1,8,1,0.5232213139533997
Götüreceği cadı karının dili dursa neyse .,dili,neyse,9,6,10,2,0.5739523768424988
"Herkes benden emir , direktif almaya mecbur değil !",Herkes,mecbur,6,0,5,6,0.9972062706947327
Annem hemen işe el koydu .,Annem,koydu,4,0,5,8,0.9989848732948303
Sen babasının gönlünü ettikten sonra kızın esamesi mi okunur bre usta !,Sen,okunur,10,0,5,6,0.9956958293914795
"Seni rencide ettiysem özür dilerim , ben sadece bizim hassasiyetimizi anlamanı istedim .",ben,istedim,16,9,3,0,0.7892870306968689
Bu futbolcu antrenmanda göz doldurdu .,futbolcu,doldurdu,5,1,8,1,0.8456810712814331
"Doktor , Sevim Hanım'ın içinden geçenleri gözlerinden okuyarak söze karıştığında pişman oldu .",Doktor,oldu,14,0,5,6,0.9948388934135437
Bu vazife bana çok ağır geliyor .,vazife,geliyor,5,1,8,3,0.8260198831558228
Ben bunu kitaplıkta saklayarak günaha giriyorum .,Ben,giriyorum,8,0,5,6,0.9872931241989136
Bu haberi patlatacak olan gazete en az bir hafta gündemi belirlemiş olacak .,gazete,olacak,12,5,7,8,0.859967827796936
"Böyle bir suç işlendiğinde , aşkın ağırlaştırıcı nedenleri ne kadar hafifletici neden sayılır , bilmiyorum .",nedenleri,bilmiyorum,17,9,9,2,0.304559588432312
Ben hiç şikâyet etmem hâlimizden .,Ben,etmem,3,0,6,7,0.9698148965835571
"Giyinmiş kuşanmış , benim de giyinip kuşanıp hazır olmamı bekliyor .",benim,bekliyor,17,8,6,6,0.4772607982158661
"Demek ki hülasa ediyorum , turizm İstanbul'un büyük bir şansı olur .",turizm,olur,14,7,10,0,0.6185826063156128
Misilsiz Mehmetçiğin süngüsü ucunda Allah Allah diye bir ses ihtizaz eder .,ses,eder,18,14,8,2,0.825215220451355
Onun ikilemli davranışlar göstermesini istiyordum .,Onun,istiyordum,6,0,5,8,0.9969995021820068
Bizim avlu bir anda bütün ülkenin ilgi odağı oldu .,avlu,oldu,8,1,9,2,0.7596826553344727
Piyangodan yüz bin lira isabet etti .,lira,etti,8,6,8,10,0.573355495929718
Bunlar yaşama yolunda bir engele çarptılar mı hemen dedelerinin adını verirler ve kendilerini güçlükten sıyırıp çıkarırlardı .,Bunlar,verirler,13,0,5,6,0.8551308512687683
"Yazar mutlaka bir diyeceği olan adam değil , yazmayı kendisine iş edinmiş adamdır .",Yazar,adam,6,0,5,6,0.9972885847091675
Hani ya kahve nerede ?,kahve,nerede,3,2,4,0,0.9998331069946289
"Onlar benim dostlarım , kendimi onların yanında dağıtmış olmam çok vahim değil .",Onlar,vahim,11,0,5,6,0.9982470273971558
Ben de aç duracak değilim ya !,Ben,duracak,3,0,5,6,0.9054861068725586
"Ne oldu ki Ömer ağa , dedi .",Ne,dedi,6,0,5,6,0.9741275906562805
"Birçok macuncuyla tartışır , en güzel kuvvet macununun hangisi olduğunu büyük bir sabırla araştırır idi .",hangisi,idi,20,13,3,9,0.5548730492591858
"Bir sabah lanet olsun , dedim , yaptığım iyilik gözüne dizine dursun !",iyilik,dursun,12,8,8,9,0.6863934397697449
Kendine minnettar kalan ahalinin elleri üzerinde geziyor .,elleri,geziyor,8,6,10,6,0.5463516712188721
Bir milletin kendi varlığını müdafaa etmesinden daha tabii ne olabilir ?,ne,olabilir,9,8,4,0,0.9998501539230347
"Tatlı bir duman , bütün varlığını sararak en derin yerlerine kadar nüfuz ediyordu .",duman,ediyordu,13,2,9,2,0.46753090620040894
"Bununla beraber muhtar , bu vakadan köyün davası için bir pay çıkarmayı ihmal etmemektedir .",muhtar,etmemektedir,14,2,8,3,0.8921349048614502
Ne olacak efendim !,Ne,olacak,1,0,4,0,0.9999879598617554
Bunda ne hocanın bilgisi ne çocuğun çalışkanlığı rol oynar .,bilgisi,oynar,11,4,9,1,0.5184063911437988
"Kızım sen Rufailere karışmışsın , bir doktora görünsen iyi olur .",sen,olur,14,2,9,8,0.48965197801589966
"Hepsi örslerinin üzerine birer mum yakmışlar , pederlerinin ruhunu şad ediyorlar .",Hepsi,ediyorlar,16,0,7,5,0.9173330664634705
Ne ise bunlar hep dedikodu .,bunlar,dedikodu,4,2,8,1,0.7862594127655029
Ülkede serbest ekonomi yok mu yani ?,ekonomi,yok,4,3,4,0,0.9999943971633911
Batı tiyatrosu Türkiye için yepyeni bir şey olduğu için sıfırdan başlamak gerekiyordu .,tiyatrosu,gerekiyordu,11,1,10,0,0.8959391117095947
"Hava kararmaya yüz tutunca , içine bir daralma geliyor çocuğun .",Hava,geliyor,11,0,5,6,0.9921305775642395
O da senin gibi sivri fikirli biri ya .,O,biri,7,0,5,8,0.9755730032920837
Birkaç söz daha söyleyip esasa geçmek istediyse de arkada oturanlardan biri onun sözünü kesti .,biri,kesti,16,13,7,8,0.9158601760864258
"Bir ay doğdu ilk akşamdan , geceden / Şavkı vurdu pencereden , peçeden",ay,vurdu,12,1,5,9,0.2810572683811188
Bugünün şerefine giydiği yabanlık lacivert entarisiyle annesi kapıda bekliyordu .,annesi,bekliyordu,13,11,11,10,0.7511806488037109
Soruşturma açılmasını bizzat ben talep ettim .,ben,ettim,6,4,3,0,0.7715271711349487
Kaçsan da kaç para eder ?,para,eder,5,4,4,1,0.9998088479042053
"Kemalistin bağımsızlık fikri tertemiz , pürüzsüz , tavizsiz Türkçü ve Türkiyeci idi .",fikri,idi,15,3,8,1,0.5268287062644958
"A , o nasıl lakırtı , dedi .",o,dedi,8,2,11,4,0.4109245836734772
Türk askerini donatmak için yılda 570 dolar yeter .,dolar,yeter,10,9,4,0,0.9999744892120361
Fakat o hiç oralarda değildi .,o,oralarda,3,1,7,8,0.829917848110199
Bu nesil öyle zamanlar geçirdi ki doğduğuna lanet etti .,nesil,etti,9,1,10,11,0.7033467292785645
"Velhasılıkelam , spor terakki ediyor bizde !",spor,ediyor,11,8,11,0,0.5625702142715454
"Bugün hava çok sıcak , başka bir zamana bıraksak olmaz mı ?",hava,olmaz,10,1,8,3,0.2770830988883972
İngiliz gemisi üstüne gemi olmaz .,gemi,olmaz,4,1,10,3,0.6349726915359497
"İçinde yaz kış , bir don bir gömlekle yalın ayak , başı kabak bir adam oturur .",adam,oturur,16,15,4,0,0.9993775486946106
"Bir babam olduğunu , nasıl yana yana istediğini size anlatamam .",babam,anlatamam,9,1,9,7,0.6027125716209412
Çağdaş insanın hayatında gazete mühim bir yer tutar .,gazete,tutar,7,3,8,1,0.657270610332489
"Ana , inek sağar ; yoğurt çalar , yayık vurur .",Ana,vurur,11,0,5,6,0.9387980103492737
"Motorun yanaşmasını bekliyorum , yol kestiği için şimdi hiç gürültü etmiyor .",yol,etmiyor,13,6,7,4,0.48913657665252686
"O da sana er geç yuları takar , benden beter olursun .",O,olursun,12,0,5,6,0.9865911602973938
Piyanistin takdiri yüreğinden geliyordu .,takdiri,geliyordu,6,3,8,1,0.725197970867157
Adam yüzüstü bırakıp gidince böyle bir numara çevirip başına kalmayı deniyor anlaşılan .,Adam,deniyor,11,0,5,6,0.9959505796432495
Biz artık ilkel insan anlayışımızı değiştirmek zorununu duyuyoruz .,Biz,duyuyoruz,9,0,5,6,0.9893508553504944
Kartal güç ve iktidarı sembolize ediyor,Kartal,ediyor,5,0,5,8,0.9959182143211365
Bu çorbanın tuzu eksik,tuzu,eksik,4,3,4,0,0.9999896287918091
"Sağ elinin parmakları arasındaki siyah renkli , şık bir dolma kalem var .",kalem,var,12,11,4,0,0.999790370464325
"İğde kokusu , alerjisi olanlar dışında herkesin hoşuna gider .",kokusu,gider,10,3,10,2,0.5985808968544006
Bunun üzerine Amerika Meksika'ya müdahele etti .,Amerika,etti,9,2,7,8,0.6753758788108826
Beşinci madde esas alındığında haksız bulunur .,madde,bulunur,6,2,11,9,0.5841581225395203
"Bulunduğum küçük odada sadece bir masa , dört iskemle ve akışsız , durağan bir zaman var .",masa,var,19,6,9,2,0.27792638540267944
"Aklımda kaldığına göre , Raşit çocukla aramızda ancak iki üç aylık bir fark var .",fark,var,17,16,4,1,0.9997014403343201
Onun benimle ne alıp vereceği olabilir ?,Onun,olabilir,5,0,9,1,0.9811814427375793
Misilsiz Mehmetçiğin süngüsü ucunda Allah Allah diye bir ses ihtizaz eder .,ses,eder,18,14,8,2,0.825215220451355
"Taş ocağın üstünde , ateşe vurduğu güveçten , kaynayan etin kokusu geliyordu .",kokusu,geliyordu,15,14,4,0,0.9999905824661255
Onun avaz avaz çaldığı radyo türkülerine usul klasik müzikle yanıt veriyoruz .,Onun,veriyoruz,13,0,5,6,0.996342122554779
"Tren yoluna bakan , iki yanı bahçelikli , köşklü bu ara sokak unutulur gibi değil .",sokak,gibi,17,14,11,10,0.652760922908783
"Yazar , kitabına basıla verdi .",Yazar,verdi,5,0,5,6,0.9979379773139954
O size hiçbir şey yapamaz .,O,yapamaz,4,0,5,8,0.9942131638526917
Bahar toprağa gene can verdi .,Bahar,verdi,4,0,5,8,0.9984214305877686
Onlar da kendilerine göre bir çete savaşı yapmak hevesine düşmüş olabilirler .,Onlar,olabilirler,11,0,5,6,0.9926267266273499
"Bütün bu insanlar , amcası dâhil tiyatroda perdenin açılmasını bekler gibidir .",insanlar,gibidir,12,2,7,8,0.9752325415611267
"Devlet Denetleme Kurulu , her türlü inceleme , araştırma ve denetleme yapar .",Devlet,yapar,11,0,5,6,0.9995589852333069
"İrdelediği sorunlar , bize henüz fazla derinlikli geliyor .",sorunlar,geliyor,10,3,10,3,0.782832145690918
Biz herhangi bir teşebbüs ihtimalini ebediyen hudutlarımız dışında bırakmak istiyoruz .,Biz,istiyoruz,12,0,5,6,0.9800651669502258
Öyle fazla dikine gitmek iyi değildir hayatta .,gitmek,iyi,5,4,4,0,0.9995290040969849
Aslında ben çok az konuşan biriyim .,ben,biriyim,5,1,3,0,0.7134180665016174
"Kendisiyle diyalog kuramamaktan yakındığımız insan , bazen en yakın çevremizden olabilir .",insan,olabilir,15,8,7,8,0.7004857063293457
