sentence,nsubj,root,nsubj_idx,root_idx,best_layer,best_head,attention_value
Tampa'dan Milwaukee'ye olan uçuşlar nelerdir,uçuşlar,nelerdir,9,10,3,0,0.9963361024856567
Boston'a gitmek üzere uçaklar ne zaman kalkıyor,uçaklar,kalkıyor,6,9,5,9,0.841914176940918
Milwaukee ile Pittsburgh arasındaki uçuşlar nelerdir,uçuşlar,nelerdir,5,6,4,9,0.9995143413543701
Atlanta'dan Baltimore'ye hiç uçuş var mı,uçuş,var,8,9,4,9,0.9988786578178406
Atlanta'dan Baltimore'ye hangi uçuşlar var,uçuşlar,var,8,9,4,9,0.9948254823684692
Houston'dan Dallas'a hangi uçuşlar var,uçuşlar,var,8,9,3,0,0.9958862662315369
Hangi uçuşlar Nashville'den Tacoma'ya seyahat eder,uçuşlar,eder,2,12,10,8,0.6121349930763245
Dallas'tan Phoenix'e hangi uçuşlar gidiyor,uçuşlar,gidiyor,8,9,4,9,0.9989509582519531
Pittsburgh'tan Baltimore'ye olan uçuşlar nelerdir,uçuşlar,nelerdir,8,9,4,9,0.9965128302574158
Boston'dan Philadelphia'ya olan uçuşlar nelerdir,uçuşlar,nelerdir,8,9,4,9,0.9955379962921143
Dallas'tan Baltimore'ye olan uçuşlar nelerdir,uçuşlar,nelerdir,8,9,3,0,0.9966886639595032
Phoenix'den Milwaukee'ye hangi uçuşlar var,uçuşlar,var,8,9,3,0,0.9950311183929443
O her zaman yemeklerini lokantada yer .,O,yer,1,6,6,11,0.3898809850215912
Dün çocuklar okula gitti mi ?,çocuklar,gitti,2,4,4,0,0.7398248910903931
Aydın bana çiçek getirdi .,Aydın,getirdi,1,4,5,11,0.49474456906318665
Turgut nasıl bilsin ki ?,Turgut,bilsin,1,3,4,0,0.5160958170890808
Herkesin burada olduğunu bilmiyordum .,Herkesin,bilmiyordum,1,4,4,0,0.39474162459373474
Dün Zeki’nin ablası işten ayrılmış .,ablası,ayrılmış,5,7,5,9,0.7941661477088928
Halk politikacıların çoğuna güvenmiyor .,Halk,güvenmiyor,1,4,3,9,0.6852453351020813
Mutlaka zamanı vardır var dır .,zamanı,var,2,4,8,11,0.5475297570228577
Sorun yaratan kuruluşlar uyarıldı .,kuruluşlar,uyarıldı,3,4,3,0,0.9977726340293884
"Doktor önce hastanın gözüne mözüne baktı , sonra sorunu anlamadığını söyledi .",Doktor,söyledi,1,13,4,3,0.30817610025405884
"Eve çat kapı bir alıcı geldi , odaları modaları dolaştı .",alıcı,dolaştı,5,11,3,11,0.2738649249076843
Sarı sarı evler var .,evler,var,3,4,4,9,0.9986823201179504
Adam kurnaz mı kurnaz .,Adam,kurnaz,1,2,4,9,0.999381422996521
Konu komşu yardıma geldi .,Konu,geldi,1,4,3,9,0.5070967674255371
Bu hediyeyi de Enver aldı .,Enver,aldı,4,5,4,9,0.9996722936630249
Onlarınsa Onların sa hiç parası yok .,parası,yok,6,7,3,0,0.9999024868011475
Londra sonbaharda o kadar güzel olur ki !,Londra,güzel,1,5,3,11,0.4013614058494568
"Semra ki partileri sevmez , o bile eğlendi .",o,eğlendi,6,8,5,9,0.463056743144989
"Gittin mi , hemen yerine yenisi gelir .",yenisi,gelir,7,8,3,0,0.9997475743293762
"Evini sattın mı , gerisi önemli değil .",gerisi,önemli,5,6,4,9,0.9992685914039612
Ya parası yoksa yok sa ?,parası,yok,2,4,3,6,0.5649108290672302
Semra ücretini alamamış bile .,Semra,alamamış,1,3,5,11,0.5462006330490112
Dün okullar açıldı .,okullar,açıldı,2,3,4,9,0.9996122717857361
Necla bir hafta içinde projeyi bitirecek .,Necla,bitirecek,1,6,7,3,0.48114505410194397
Bu çocuk hasta .,çocuk,hasta,2,3,3,0,0.999157190322876
Necla öğretmen .,Necla,öğretmen,1,2,3,0,0.9998076558113098
Necla öğretmendi öğretmen di .,Necla,öğretmen,1,2,3,0,0.9998594522476196
Necla evdeymiş evde ymiş .,Necla,evde,1,2,4,9,0.999985933303833
Necla öğretmen olacaktı .,Necla,öğretmen,1,2,3,0,0.999852180480957
Ben o sırada öğretmendim öğretmen dim .,Ben,öğretmen,1,4,5,11,0.22621190547943115
Siz çok iyi bir doktorsunuz doktor sunuz .,Siz,doktor,1,5,5,11,0.27153292298316956
Sözüm sanaydı sana ydı .,Sözüm,sana,1,4,9,9,0.9108191728591919
Herkes ona karşıymış karşı ymış .,Herkes,ona,1,2,4,9,0.999087929725647
Buzdolabında iki şişe bira var .,bira,var,4,5,3,0,0.9991432428359985
O gün ben yoktum yok tum .,ben,yok,3,6,9,4,0.4010527729988098
Bende bir kitap var .,kitap,var,3,4,3,0,0.9997242093086243
Bu kitap bende var .,kitap,var,2,4,4,0,0.5348086953163147
Banyoda Murat vardı var dı .,Murat,var,2,4,7,8,0.3709963858127594
Murat banyodaydı banyoda ydı .,Murat,banyoda,1,2,4,9,0.9998917579650879
Aytenin İstanbul’da iki arkadaşı var .,arkadaşı,var,7,8,4,9,0.9959457516670227
İstanbul’da Aytenin iki arkadaşı var .,arkadaşı,var,7,8,4,9,0.9958863854408264
O gün paramız yoktu yok tu .,paramız,yok,3,5,3,6,0.8529020547866821
Benim bir kitabım var .,kitabım,var,3,4,3,0,0.9981092214584351
Masanın üç ayağı var .,ayağı,var,3,4,4,9,0.9997219443321228
Shakespeare’in birçok oyunu var .,oyunu,var,5,6,3,0,0.9982032775878906
Murat’ın yatı var .,yatı,var,4,5,4,9,0.9997096657752991
Nejat’ta sadece 10 dolar varmış var mış .,dolar,var,6,8,8,11,0.5137728452682495
Murat’ta bu resim var .,resim,var,5,6,4,9,0.9990697503089905
Murat’ta bir resim var .,resim,var,5,6,4,9,0.999267041683197
Ahmet eve gittiyse …,Ahmet,gittiyse,1,3,4,0,0.8053916096687317
Bu bina eskiden okulmuş okul muş .,bina,okul,2,4,8,11,0.5062994360923767
evde su olmadığı zaman,su,zaman,2,4,9,6,0.3711796700954437
Evde su yok .,su,yok,2,3,3,0,0.9999315738677979
Evin bahçesi var .,bahçesi,var,2,3,3,0,0.9990369081497192
Ben o adamı sevmiyorum .,Ben,sevmiyorum,1,4,3,9,0.5116486549377441
Her yıl bu kentte iki bin beş yüz yeni bina yapılıyor .,bina,yapılıyor,10,11,3,0,0.9993746876716614
Siz yeni komşularımızla tanıştınız mı ?,Siz,tanıştınız,1,5,1,7,0.35612234473228455
Annem yorgun .,Annem,yorgun,1,2,4,9,0.9997642636299133
Ahmet hiçbir şey yapmadı .,Ahmet,yapmadı,1,4,4,0,0.534233033657074
Annen nasıl ?,Annen,nasıl,1,2,4,9,0.99973064661026
Anadolu halkı denizden çok dağları bilir .,halkı,bilir,2,6,7,8,0.4702225625514984
Selim Bey evdeler evde ler mi acaba ?,Bey,evde,2,3,4,9,0.9999544620513916
Bu sınıfta elli iki öğrenci var .,öğrenci,var,5,6,3,0,0.9996119141578674
Dün otuz üç mektup geldi .,mektup,geldi,4,5,4,9,0.9997116923332214
"Yarışmacılar arasından iki üç kişi , jürinin ısrarına rağmen yaşlarını söylememiş .",kişi,söylememiş,5,12,4,0,0.31868505477905273
İki kızkardeş seyahate gittiler .,kızkardeş,gittiler,2,4,4,0,0.7507188320159912
Bazı arkadaşlarımız bu fikre katılmadı .,arkadaşlarımız,katılmadı,2,5,4,0,0.654327929019928
Senin çocuklar burada değiller .,çocuklar,burada,2,3,4,9,0.9999879598617554
Öğrenciler sürekli aralarında konuşuyorlardı .,Öğrenciler,konuşuyorlardı,1,4,3,9,0.48102882504463196
Arabalar çok hızlı geçiyordu .,Arabalar,geçiyordu,1,4,3,9,0.567406952381134
Buradaki Burada ki odalar banyoluymuş banyo lu ymuş .,odalar,banyo,4,7,1,4,0.4451099932193756
Anahtarlar buraya bırakılıyor .,Anahtarlar,bırakılıyor,1,3,4,0,0.8156798481941223
Bu resimleri çocuklar yapmış .,çocuklar,yapmış,3,4,4,9,0.9997267127037048
Bu resimleri çocuklar yapmışlar .,çocuklar,yapmışlar,3,4,4,9,0.9992426633834839
Birçok kişi çocukluğunu pek düşünmez .,kişi,düşünmez,2,5,3,9,0.5570271015167236
Hepimiz tatilde deniz kıyısına gidiyoruz .,Hepimiz,gidiyoruz,1,5,7,3,0.5539591908454895
Oyuncuların hepsi yeni kostümler istiyorlar .,hepsi,istiyorlar,2,5,4,0,0.6376332640647888
Hiçbiri gelmeyecek .,Hiçbiri,gelmeyecek,1,2,6,10,0.9866576790809631
Bazıları evde yoktu yok tu .,Bazıları,yok,1,4,0,1,0.4887831509113312
Sen ve arkadaşların Almanya’ya hangi yıl gittiniz ?,Sen,gittiniz,1,9,2,7,0.3116912245750427
"Sen ya da Ahmet , bugün oraya gidip bu işi bitirin .",Sen,bitirin,1,11,8,4,0.250948965549469
Annemle babam üniversitede tanışmış .,Annemle,tanışmış,1,4,0,4,0.323293000459671
Ben Ahmet’le dün deniz kenarında yürüyüş yaptım .,Ben,yaptım,1,9,0,1,0.35435205698013306
Ayşe benim ben im .,Ayşe,ben,1,3,5,11,0.397325336933136
Ayşe benim .,Ayşe,benim,1,2,4,9,0.9987813830375671
Ben Ayşeyim Ayşe yim .,Ben,Ayşe,1,2,4,9,0.999286949634552
Maç birazdan başlayacak deniyor .,Maç,deniyor,1,4,5,11,0.40222057700157166
Maçın birazdan başlayacağı söyleniyor .,Maçın,söyleniyor,1,4,5,8,0.472814679145813
Maçı izleyen kişiler yağmurdan sırılsıklam olmuşlar .,kişiler,sırılsıklam,3,5,7,3,0.40292230248451233
Maç birazdan başlayacak diye biliyorduk .,Maç,biliyorduk,1,5,4,3,0.4248100221157074
Füsun bu kitapları öğretmenlik yaparken kullanmıştı .,Füsun,kullanmıştı,1,6,3,9,0.38248389959335327
Bayram’ın ailesinin diğer köylülerden daha çok toprağı var .,toprağı,var,10,11,3,0,0.999846339225769
Burası ne güzel bir yer !,Burası,yer,1,5,3,9,0.6732237339019775
Su o kadar soğuktu soğuk tu ki !,Su,soğuk,1,5,4,5,0.36676761507987976
Pek de tatlı bir oğlunuz varmış var mış !,oğlunuz,var,5,7,3,6,0.6728624701499939
Ahmet çayı bardaktan içecek .,Ahmet,içecek,1,4,5,11,0.4830733835697174
Bu parçayı ancak çok iyi bir piyanist çalabilir .,piyanist,çalabilir,7,8,4,9,0.9993394017219543
Herkes piyaniste bayıldı .,Herkes,bayıldı,1,4,3,9,0.7913894057273865
Bazı insanlar tatsızlık çıkarmaya bayılıyor .,insanlar,bayılıyor,2,6,4,0,0.7518676519393921
Kocası evin renginde ısrar ediyor .,Kocası,ediyor,1,5,3,9,0.6045737862586975
Nermin kazadan sonra evinden soğudu .,Nermin,soğudu,1,5,5,11,0.3958145081996918
Nermin bir gün geldi ki yemek yapmaktan bıktı .,Nermin,geldi,1,4,3,9,0.5378994941711426
Serap kızkardeşiyle hep dalga geçiyor .,Serap,geçiyor,1,6,5,11,0.5433724522590637
Erol sinemayla çok ilgileniyordu .,Erol,ilgileniyordu,1,5,7,3,0.5084401369094849
Erol o kadar utangaç ki doktordan bile utanıyor .,Erol,utangaç,1,4,4,0,0.6412301063537598
Şule elini makinaya kaptırdı .,Şule,kaptırdı,1,4,4,3,0.6823650002479553
Ev bu yıl artık satılacak .,Ev,satılacak,1,5,7,8,0.6579374074935913
Televizyon şu anda tamir ediliyor .,Televizyon,ediliyor,1,5,5,11,0.4028671085834503
En iyi oyun birinci sınıf öğrencileri tarafından hazırlanmış .,oyun,hazırlanmış,3,8,4,0,0.6318340301513672
Fırtına bütün evleri yıktı .,Fırtına,yıktı,1,4,7,8,0.6923086643218994
Fırtınada bütün evler yıkıldı .,evler,yıkıldı,4,5,3,0,0.9998338222503662
Bu toplantı okulumuzca okulumuz ca düzenlendi .,toplantı,düzenlendi,2,7,6,8,0.5359311103820801
Okul meğer belediye başkanı tarafından kapatılmış .,Okul,kapatılmış,1,6,8,11,0.6363946199417114
Köşedeki Köşede ki dükkan yedide kapanıyor .,dükkan,kapanıyor,6,9,4,0,0.6660578846931458
O sıralarda bütün kadınlar eve kapanmıştı .,kadınlar,kapanmıştı,4,6,4,0,0.7131820917129517
Fasulye kart olduğundan üç saatte pişti .,Fasulye,pişti,1,6,1,3,0.8324621915817261
Ahmet arkadaşlarına hep yardım eder .,Ahmet,eder,1,5,7,3,0.6314684748649597
Bunu sen al .,sen,al,2,3,4,9,0.9977912902832031
Denizin sevdiği bazı Türk yemekleri,Denizin,yemekleri,1,5,0,11,0.31684938073158264
Bu memleketin en az beş altı müziği var .,müziği,var,7,8,3,0,0.9985746145248413
"Masada biraz kalem , kitap falan vardı var dı galiba .",kalem,var,3,8,0,9,0.14742411673069
İçime bir rahatlık girdi .,rahatlık,girdi,3,4,4,9,0.9996795654296875
Bazı insanlar çocuklarına tuhaf adlar koyarlar .,insanlar,koyarlar,2,6,5,11,0.550660252571106
Bütün sınıf ayağa kalktı .,sınıf,kalktı,2,4,4,0,0.6619150042533875
Bu yıl bütün sınıflar daha kalabalık olacak .,sınıflar,kalabalık,4,6,1,6,0.6240640878677368
Harun o gün bana bir şeyler söyledi .,Harun,söyledi,1,7,1,8,0.5925586223602295
Kir bir türlü çıkmıyordu .,Kir,çıkmıyordu,1,4,4,0,0.7687418460845947
Bu işte büyük para var .,para,var,4,5,3,0,0.9992278814315796
Bizim Migros’ta güzel şaraplar var .,şaraplar,var,6,7,3,0,0.9999291896820068
İlaç bana çok iyi geldi .,İlaç,geldi,1,5,7,8,0.4312569797039032
İlaç hastaya göre seçilmelidir .,İlaç,seçilmelidir,1,4,4,0,0.549458920955658
Ahmet odasını arıyordu .,Ahmet,arıyordu,1,3,4,0,0.631911039352417
Biletleri burada .,Biletleri,burada,1,2,4,9,0.9987279772758484
Biletleri burada .,Biletleri,burada,1,2,4,9,0.9987279772758484
Biletleri burada .,Biletleri,burada,1,2,4,9,0.9987279772758484
Herkes görsün diye kartı masanın üstünde bırakıyorum .,Herkes,bırakıyorum,1,7,0,7,0.19347041845321655
kapısı açık duran bir oda,kapısı,oda,1,5,1,4,0.5758734345436096
Hakan’ın karısı mimarmış mimar mış .,karısı,mimar,4,5,4,9,0.9999223947525024
Bence Ben ce bu resim sanat eseri sayılmaz .,resim,sayılmaz,5,8,8,11,0.36375099420547485
O adam para için her şeyi yapar .,adam,yapar,2,7,5,11,0.465210884809494
Ellerim çamur içinde kalmıştı .,Ellerim,kalmıştı,1,4,4,0,0.8491218686103821
O gün siz yoktunuz yok tunuz .,siz,yok,3,7,9,4,0.4805415868759155
Paketin içindekiler içinde kiler eksik çıktı .,kiler,çıktı,4,6,4,0,0.36929669976234436
Salon kalabalıktı kalabalık tı .,Salon,kalabalık,1,3,4,0,0.5863296389579773
Filiz bütün ev işlerini kocasına yaptırıyor .,Filiz,yaptırıyor,1,6,7,3,0.5569438934326172
Anahtar yerinde değil .,Anahtar,yerinde,1,2,4,9,0.999984622001648
Köyde elektrik var mıydı ?,elektrik,var,2,3,4,9,0.9999070167541504
Ali odadan çıktı .,Ali,çıktı,1,3,4,0,0.747826337814331
Zavallı bunu yorgunluktan yapmıştır .,Zavallı,yapmıştır,1,4,3,9,0.47223570942878723
Gürcan yağmurlu yağmur lu havalardan hoşlanır .,Gürcan,hoşlanır,1,7,5,11,0.5183582901954651
Zerrin tenis oynamaktan vazgeçti .,Zerrin,vazgeçti,1,4,4,0,0.4811265170574188
Okuldan sonra genellikle futbol oynuyor .,futbol,oynuyor,4,5,3,0,0.9996975660324097
Padişahın som altından bir tahtı vardı var dı .,tahtı,var,5,7,8,11,0.5338634848594666
Osman yakın arkadaşlarımdan biri değildir .,Osman,biri,1,4,5,11,0.6530006527900696
Osman yakın arkadaşlarımdan değildir .,Osman,arkadaşlarımdan,1,3,7,3,0.5234885811805725
Mustafa’nın evi bundan daha büyük .,evi,büyük,4,7,4,0,0.6940749287605286
Mustafa’nın evi bundan büyük .,evi,büyük,4,6,4,0,0.6784857511520386
Bu çocuğun annesi nerede ?,annesi,nerede,3,4,3,0,0.9999468326568604
Ayten’in iki kız kardeşi var .,kardeşi,var,6,7,3,0,0.9998519420623779
"Fotoğraf makinesi benim değil , babamın .",makinesi,benim,2,3,4,9,0.9999754428863525
Bunun bir roman olduğunu söylemişti .,Bunun,söylemişti,1,5,0,7,0.3281039595603943
Sizin söylediklerinizi beğendim .,Sizin,beğendim,1,4,0,7,0.4252755045890808
Çocukların öğretmeni İngiliz .,öğretmeni,İngiliz,2,3,3,0,0.9997982382774353
Çocukların öğretmenleri İngiliz .,öğretmenleri,İngiliz,2,3,3,0,0.9998906850814819
Burası bizim evden daha sıcak .,Burası,sıcak,1,5,4,0,0.4706907868385315
Burası bizim evimizden daha sıcak .,Burası,sıcak,1,6,8,11,0.40700507164001465
Burası evimizden daha sıcak .,Burası,sıcak,1,5,5,11,0.42335981130599976
Bisikletin motorlusuna motor lusuna motosiklet denir .,motosiklet,denir,8,9,4,9,0.9999724626541138
Batı Afrika ülkelerinden Sierra Leone’de on yıldan beri iç savaş var .,savaş,var,12,13,3,0,0.9997348189353943
Bugün günlerden ne ?,Bugün,ne,1,3,0,2,0.5038257241249084
Bu yılki yıl ki misafirlerimizden yirmi otuz aile şimdiden gelecek yıl için rezervasyon yaptılar .,aile,yaptılar,9,15,4,0,0.5388568639755249
İçlerinden yirmi otuz aile de şimdiden gelecek yıl için rezervasyon yaptılar .,aile,yaptılar,4,11,4,0,0.5235418081283569
İçimizden birkaç kişi geziden memnun kalmadı .,kişi,kalmadı,3,7,4,0,0.6892221570014954
Aramızdan birkaç kişi geziden memnun kalmadı .,kişi,kalmadı,4,8,4,0,0.65060955286026
Küçüklerden on tane yeter mi ?,tane,yeter,4,5,3,0,0.9998618364334106
Bunlardan bizde de var .,Bunlardan,var,1,4,6,8,0.6055684089660645
Komşularımızdan bazısı televizyonlarını çok açıyorlar .,bazısı,açıyorlar,3,7,7,3,0.3810238540172577
Bana küçüklerden iki tane lazım .,tane,lazım,5,6,4,9,0.9997408986091614
Küçüklerden iki tanesi bana lazım .,tanesi,lazım,4,6,8,11,0.48003700375556946
Komşularımızın bazısı televizyonlarını çok açıyorlar .,bazısı,açıyorlar,3,7,5,6,0.3270021975040436
Öğrencilerin her birinin ayrı bir mazereti vardı var dı .,mazereti,var,6,8,3,6,0.8057704567909241
"Hafta sonlarında çocuklarından bazen biri , bazen iki tanesi geliyor .",biri,geliyor,5,10,8,3,0.2462778240442276
Ağaç yüksek .,Ağaç,yüksek,1,2,4,9,0.9999765157699585
Çocuk yedi yaşında .,Çocuk,yaşında,1,3,4,0,0.8602715134620667
Ev beş yatak odalı oda lı sayılır .,Ev,sayılır,1,7,4,3,0.34440308809280396
Otobüste sadece iki kişilik kişi lik yer kalmış .,yer,kalmış,7,8,3,0,0.9996496438980103
Demet beş yüz milyonluk milyon luk bir fotoğraf makinesi almış .,Demet,almış,1,10,3,9,0.4478645622730255
Bahçedeki Bahçede ki bazı ağaçlar yapraklarını dökmeye başladı .,ağaçlar,başladı,6,9,4,0,0.6808274388313293
Bahçedeki Bahçede ki ağaçlar yapraklarını dökmeye başladı .,ağaçlar,başladı,5,8,4,0,0.6508901715278625
Arkamızdaki Arkamızda ki araba bizi geçmek istiyor .,araba,istiyor,7,10,8,10,0.3804696500301361
Arkamızdaki Arkamızda ki bir araba bizi geçmek istiyor .,araba,istiyor,8,11,8,10,0.37173640727996826
Benim hakkımdaki hakkımda ki fikriniz yanlış .,fikriniz,yanlış,6,7,4,9,0.9999061822891235
Bizim mahallede Güneş Gıda diye bir market var .,market,var,7,8,3,0,0.9994489550590515
Mehmet diye bir oğlu daha var .,oğlu,var,4,6,5,9,0.8298588395118713
Arkamızdan gelen araba bizi geçmek istiyor .,araba,istiyor,5,8,4,3,0.4073266088962555
sapları kopuk birkaç çanta,sapları,çanta,1,4,0,4,0.4024568498134613
Bu makine öbüründen ucuz .,makine,ucuz,2,5,4,0,0.6025817394256592
Bu makine öbüründen de ucuz .,makine,ucuz,2,6,4,0,0.4106890559196472
benim en sevdiğim tiyatro oyuncusu,benim,oyuncusu,1,5,5,7,0.46316614747047424
Ahmet çocuklara ikişer hediye verdi .,Ahmet,verdi,1,5,7,3,0.5986063480377197
İpeğin metresi ne kadar ?,metresi,ne,3,4,4,9,0.9999650716781616
Her iki çocuk da uyumuş .,çocuk,uyumuş,3,5,6,9,0.4387773275375366
İki çocuk da uyumuş .,çocuk,uyumuş,2,4,4,0,0.5113357901573181
Bir önemli toplumsal sorunumuz da ailenin dağılmasıdır dağılması dır .,ailenin,dağılması,6,7,3,0,0.999863862991333
o çocuğun yaptığı resim,çocuğun,resim,2,4,0,4,0.44255733489990234
o çocuğun yaptığı resim,çocuğun,resim,2,4,0,4,0.44255733489990234
çocuğun yaptığı o resim,çocuğun,resim,1,4,0,4,0.41288241744041443
O çocuğun yaptığı resim .,çocuğun,resim,2,4,0,4,0.4304126501083374
Özdemir o şarkıyı güzel söyledi .,Özdemir,söyledi,1,5,7,8,0.3973868787288666
Özdemir güzel şarkı söyler .,Özdemir,söyler,1,4,3,9,0.5367839336395264
Berna kocasından ayrılmıştı .,Berna,ayrılmıştı,1,3,4,0,0.5953785181045532
Osman çocukça davranıyor .,Osman,davranıyor,1,3,4,0,0.6964496374130249
Onlar herşeyi ailece aile ce yaparlar .,Onlar,yaparlar,1,6,7,3,0.625415563583374
Babası dünyaca dünya ca meşhur bir ressamdı ressam dı .,Babası,ressam,1,7,7,3,0.7466319799423218
Bence Ben ce endişelenecek bir şey yok .,şey,yok,6,7,3,0,0.9977491497993469
Meyva olarak ne var ?,ne,var,4,5,4,9,0.9999246597290039
Biz üç arkadaş konuşuyoruz .,Biz,konuşuyoruz,1,4,6,9,0.6259320974349976
Biz üç arkadaş olarak konuşuyoruz .,Biz,konuşuyoruz,1,5,6,9,0.5433909893035889
Telefon numaram sizde vardır var dır herhalde .,numaram,var,2,5,8,11,0.5435892939567566
Bu oda bana oldukça karanlık geldi .,oda,geldi,2,6,9,6,0.36899757385253906
Herkesin para katkısında bulunması isteniyor anlaşılan .,Herkesin,isteniyor,1,6,7,6,0.3639540374279022
Sanırım Necla’nın sınavı bugün olacaktı .,sınavı,bugün,5,6,4,9,0.9998338222503662
Doğrusunu isterseniz ben hiçbir zaman Osman’ı o mevkiye layık görmemiştim .,ben,görmemiştim,3,12,2,11,0.48290348052978516
Anahtar paltomun cebindeymiş cebinde ymiş meğerse .,Anahtar,cebinde,1,4,7,3,0.7334970831871033
Kışın başlayan yağmurlar ilkbaharda da sürdü .,yağmurlar,sürdü,3,6,8,11,0.8026979565620422
Korkut bu günlerde tezini bitirmeye çalışıyor .,Korkut,çalışıyor,1,6,4,3,0.4930134415626526
Korkut şu sırada tezini bitirmeye çalışıyor .,Korkut,çalışıyor,1,6,4,3,0.4900721311569214
Ahmet Bey şimdi çıktı .,Bey,çıktı,2,4,7,8,0.40581709146499634
Filiz Hanım yalnız yaşıyordu .,Filiz,yaşıyordu,1,4,0,0,0.25740134716033936
Kocası yirmi yıl önce ölmüştü .,Kocası,ölmüştü,1,5,4,0,0.6485586762428284
Beş gün sonra sınavım var .,sınavım,var,4,5,4,9,0.9996676445007324
Bu sabah bir öğrencim telefon etti .,öğrencim,etti,4,6,4,0,0.6230542063713074
Gelecek hafta boş vaktin var mı ?,vaktin,var,4,5,3,0,0.9996651411056519
Misafirler az oturdular .,Misafirler,oturdular,1,3,2,3,0.5002887845039368
İstanbul’da evimiz yok artık .,evimiz,yok,4,5,3,0,0.99956876039505
Süleyman daha uyuyor .,Süleyman,uyuyor,1,3,4,0,0.5998096466064453
Bu sorun daha iki yıl önce vardı var dı .,sorun,var,2,8,7,8,0.9001373648643494
Yılmaz hâlâ aynı yerde çalışıyor .,Yılmaz,çalışıyor,1,5,3,9,0.48206424713134766
Hazır Ali buradayken burada yken bilgisayar sorunumuzu ona soralım .,Ali,soralım,2,11,6,9,0.16652710735797882
Misafirler neredeyse gelir .,Misafirler,gelir,1,3,7,8,0.6653018593788147
Selim’in Berlin’de kızkardeşi varmış var mış .,kızkardeşi,var,7,9,8,11,0.6707661151885986
"Bak , şurada yeni bir leke var .",leke,var,6,7,3,0,0.9994630217552185
Annem aşağıda oturuyor .,Annem,oturuyor,1,3,4,0,0.6076681613922119
Ömer okula ablasıyla gidiyor .,Ömer,gidiyor,1,5,7,3,0.5772995948791504
Kağan yaşça yaş ça küçük ama vücutça vücut ça büyüktü büyük tü .,Kağan,küçük,1,5,7,3,0.5611806511878967
Bunun sırrını bir sen biliyorsun .,sen,biliyorsun,4,5,4,9,0.9997631907463074
Bunun sırrını bir tek sen biliyorsun .,sen,biliyorsun,5,6,4,9,0.9998077750205994
Buraya daha çok üniversite öğrencileri geliyor .,öğrencileri,geliyor,5,6,4,9,0.9992722868919373
Bunu asıl senin amcan iyi yapar .,amcan,yapar,4,6,4,0,0.4931560456752777
Sen bu konu üzerinde daha çok çalıştın .,Sen,çalıştın,1,7,2,11,0.5171623229980469
Sen bu konu üzerinde benden daha fazla çalıştın .,Sen,çalıştın,1,8,2,11,0.5775543451309204
Bu sorunu en iyi anlayan kişi sizsiniz siz siniz .,kişi,siz,6,8,7,10,0.4371141195297241
Nazlı şaşılacak kadar hızlı yürür .,Nazlı,yürür,1,5,4,0,0.4984951615333557
Fatma senin gibi çok çalışıyor .,Fatma,çalışıyor,1,5,5,11,0.46645769476890564
Selim benim için bir şey bıraktı mı ?,Selim,bıraktı,1,6,4,3,0.40760162472724915
Ferit iş için Arjantin’e gitmişti .,Ferit,gitmişti,1,7,4,0,0.5900225043296814
Ercan baloya kiminle gitmiş ?,Ercan,gitmiş,1,4,5,11,0.4728303551673889
Mehmet ekmeği keskin bir bıçakla kesti .,Mehmet,kesti,1,6,4,3,0.4052056670188904
Jale işe arabayla gidiyor .,Jale,gidiyor,1,4,7,3,0.5232704877853394
Ötekine göre bu otelin pek bir konforu yok .,konforu,yok,8,9,3,0,0.9985792636871338
Bu oda tam sana göre .,oda,sana,2,4,5,9,0.7163233160972595
Tarık Bey’e karşı büyük saygım var .,saygım,var,7,8,3,0,0.9998874664306641
Şebnem hastalığına rağmen çalışmaya devam ediyor .,Şebnem,ediyor,1,6,4,3,0.47981908917427063
Bundan başka bir şey var mı ?,şey,var,4,5,4,9,0.9991075396537781
Mehmet ekim başından beri yurtdışındaydı yurtdışında ydı .,Mehmet,yurtdışında,1,5,7,3,0.42258188128471375
Koray 1995’ten beri Kanada’da yaşıyor .,Koray,yaşıyor,1,9,4,0,0.6425036787986755
Üzüntüsünden dolayı Ayşe o akşamki akşam ki toplantımıza katılamadı .,Ayşe,katılamadı,4,11,4,0,0.4684140980243683
"Bu tarife , 1.10.2003 tarihinden itibaren geçerlidir geçerli dir .",tarife,geçerli,2,12,3,11,0.6060467958450317
Onlar benden önce gelmişler .,Onlar,gelmişler,1,4,4,0,0.6046525835990906
Onlar benden evvel gelmişler .,Onlar,gelmişler,1,4,4,0,0.5868609547615051
Yemekten biraz sonra Ahmet işine döndü .,Ahmet,döndü,4,6,4,0,0.6412878632545471
Onlar benden beş dakika önce gelmişler .,Onlar,gelmişler,1,6,3,9,0.36944279074668884
Berna akrabadan yana şanslı şans lı sayılır .,Berna,sayılır,1,8,4,3,0.5389766097068787
Onun önünde beş kişi vardı var dı .,kişi,var,4,6,5,9,0.28385108709335327
Önünde beş kişi vardı var dı .,kişi,var,3,5,5,8,0.2477245181798935
Küçük kız yanıma geldi .,kız,geldi,2,4,4,0,0.6209940910339355
Küçük kız benim yanıma geldi .,kız,geldi,2,5,4,0,0.555931568145752
Dolabın arkasında bir şey var mı ?,şey,var,5,6,4,9,0.997988224029541
Kanepenin altından bir fare çıktı .,fare,çıktı,5,6,3,0,0.9995649456977844
Seyhan korku içinde kapıya hafifçe vurdu .,Seyhan,vurdu,1,6,5,11,0.3898097574710846
